AMDPROFILER POWER PROFILE REPORT

AMDuProfCLI.exe Version 5.2.431.0,

PROFILE DETAILS
CPU Details:,Family(0x19) Model(0x44)
Sampling Interval:,100 milli-seconds
Profile Start Time:,Jun-14-2026_11-35-00,
Profile Duration:,60 seconds

PROFILED COUNTERS
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION
36.,socket0-package-power,Power,W,Socket0-Average Package Power reported in Watts.
38.,core0-power,Power,W,Core0-Average Power reported in Watts.
40.,core1-power,Power,W,Core1-Average Power reported in Watts.
42.,core2-power,Power,W,Core2-Average Power reported in Watts.
44.,core3-power,Power,W,Core3-Average Power reported in Watts.
46.,core4-power,Power,W,Core4-Average Power reported in Watts.
48.,core5-power,Power,W,Core5-Average Power reported in Watts.

PROFILE RECORDS
RecordId,Timestamp,socket0-package-power,core0-power,core1-power,core2-power,core3-power,core4-power,core5-power
1,11:35:0:339,   14.35,    1.04,    1.19,    0.60,    1.38,    0.84,    0.89
2,11:35:0:445,   13.67,    1.06,    1.43,    0.66,    1.33,    0.74,    0.00
3,11:35:0:553,   12.55,    1.07,    1.31,    0.20,    1.23,    0.76,    0.01
4,11:35:0:661,   13.37,    1.26,    1.33,    0.59,    1.39,    0.87,    0.01
5,11:35:0:768,   11.69,    0.85,    0.93,    0.46,    1.02,    0.59,    0.00
6,11:35:0:873,   12.01,    0.89,    1.10,    0.44,    1.06,    0.63,    0.00
7,11:35:0:981,   12.62,    1.15,    1.26,    0.00,    1.35,    0.44,    0.08
8,11:35:1:089,   12.22,    0.97,    1.19,    0.01,    1.32,    0.71,    0.01
9,11:35:1:188,   13.46,    1.52,    1.66,    0.01,    1.71,    0.33,    0.01
10,11:35:1:295,   18.99,    2.54,    2.52,    0.91,    2.60,    1.98,    0.00
11,11:35:1:401,   18.65,    1.95,    2.22,    1.47,    2.18,    1.52,    0.47
12,11:35:1:510,   18.61,    1.75,    2.00,    1.29,    1.96,    1.42,    1.21
13,11:35:1:609,   14.56,    1.30,    1.60,    0.87,    1.48,    0.97,    0.01
14,11:35:1:719,   12.72,    1.08,    1.14,    0.31,    1.11,    0.75,    0.01
15,11:35:1:826,   13.41,    1.19,    1.47,    0.01,    1.49,    1.12,    0.01
16,11:35:1:932,   11.26,    1.00,    1.23,    0.01,    1.15,    0.19,    0.01
17,11:35:2:034,   13.10,    1.47,    1.70,    0.02,    1.70,    0.23,    0.06
18,11:35:2:134,   14.29,    1.37,    1.56,    0.29,    1.28,    1.16,    0.00
19,11:35:2:241,   12.90,    1.26,    1.28,    0.75,    1.25,    0.78,    0.01
20,11:35:2:349,   14.87,    1.39,    1.32,    0.94,    1.69,    1.09,    0.01
21,11:35:2:450,   14.61,    1.40,    1.89,    0.67,    1.88,    0.92,    0.01
22,11:35:2:557,   14.22,    1.55,    1.65,    0.00,    1.70,    1.15,    0.01
23,11:35:2:666,   13.77,    1.32,    1.66,    0.01,    1.54,    0.85,    0.02
24,11:35:2:772,   12.10,    1.21,    1.32,    0.00,    1.44,    0.00,    0.01
25,11:35:2:873,   12.32,    1.26,    1.48,    0.01,    1.29,    0.01,    0.01
26,11:35:2:973,   11.18,    1.00,    1.19,    0.00,    1.24,    0.03,    0.05
27,11:35:3:080,   12.09,    0.95,    1.18,    0.01,    1.21,    0.61,    0.01
28,11:35:3:187,   11.48,    1.05,    1.36,    0.00,    1.20,    0.19,    0.00
29,11:35:3:295,   13.94,    1.49,    1.53,    0.01,    1.58,    1.13,    0.00
30,11:35:3:400,   14.80,    1.40,    1.82,    0.71,    1.54,    1.23,    0.04
31,11:35:3:507,   17.42,    1.91,    1.80,    1.49,    1.90,    1.85,    0.34
32,11:35:3:612,   18.19,    1.77,    1.99,    1.57,    1.73,    1.83,    1.40
33,11:35:3:719,   17.46,    1.78,    1.89,    1.20,    1.85,    1.51,    0.20
34,11:35:3:825,   23.34,    3.04,    3.17,    2.91,    3.16,    2.98,    2.25
35,11:35:3:933,   12.25,    0.98,    1.31,    0.51,    1.33,    0.69,    0.52
36,11:35:4:041,   11.44,    0.85,    0.94,    0.01,    0.97,    0.52,    0.04
37,11:35:4:149,   11.09,    1.00,    1.23,    0.00,    1.16,    0.00,    0.00
38,11:35:4:257,   11.59,    1.08,    1.29,    0.01,    1.28,    0.01,    0.03
39,11:35:4:366,   11.85,    1.16,    1.21,    0.01,    1.25,    0.23,    0.01
40,11:35:4:474,   13.52,    1.28,    1.61,    0.01,    1.51,    1.02,    0.00
41,11:35:4:583,   14.58,    1.58,    1.74,    0.00,    1.70,    1.20,    0.00
42,11:35:4:690,   15.53,    1.68,    1.83,    0.00,    2.08,    1.37,    0.00
43,11:35:4:797,   13.68,    1.26,    1.48,    0.03,    1.56,    0.96,    0.04
44,11:35:4:897,   11.83,    0.92,    1.37,    0.01,    1.22,    0.75,    0.01
46,11:35:5:113,   11.32,    0.86,    0.87,    0.35,    1.04,    0.58,    0.01
47,11:35:5:221,   11.18,    1.03,    1.15,    0.05,    0.97,    0.51,    0.01
48,11:35:5:328,   12.03,    1.27,    1.43,    0.00,    1.17,    0.02,    0.01
49,11:35:5:437,   12.34,    0.98,    1.17,    0.01,    1.39,    0.20,    0.01
50,11:35:5:545,   11.86,    1.08,    1.11,    0.01,    1.45,    0.70,    0.01
51,11:35:5:653,   13.57,    1.36,    1.53,    0.01,    1.16,    0.19,    0.02
52,11:35:5:762,   12.07,    0.97,    1.18,    0.01,    1.65,    0.95,    0.01
53,11:35:5:862,   12.46,    1.11,    1.28,    0.01,    1.29,    0.81,    0.01
54,11:35:5:969,   11.54,    1.01,    1.06,    0.01,    1.49,    0.78,    0.06
